TIMESTAMP,PRICE,VOLUME,LOGRET,RET,CUMRET
2024-07-16,95.32,49545775,0.025177938063088254,0.02549757934373309,4139.84799131379
2024-07-17,93.72,33479366,-0.01692803859094646,-0.016785564414603438,4070.358306188926
2024-07-18,95.89,27363977,0.02289008752599493,0.023154075970977406,4164.603691639523
2024-07-19,96.33,25117590,0.004578095603942424,0.0045885910939618135,4183.713355048861
2024-07-22,99.75,26731660,0.03488725900044054,0.035502958579881616,4332.2475570032575
2024-07-23,100.75,34916676,0.009975145056819524,0.010025062656641603,4375.678610206298
2024-07-24,99.9,16873670,-0.00847251517228443,-0.008436724565756726,4338.762214983714
2024-07-25,99.2,17614359,-0.00703167136368079,-0.007007007007007071,4308.360477741586
2024-07-26,96.73,41361366,-0.02521442209637148,-0.0248991935483871,4201.085776330076
2024-07-29,93.4,28664465,-0.03503224695965869,-0.03442572107929287,4056.4603691639527
2024-07-30,99.09,73201724,0.05913718283601095,0.06092077087794423,4303.5830618892505
2024-07-31,97.82,58370837,-0.012899472959596953,-0.012816631345241802,4248.4256243213895
2024-08-01,98.13,35091806,0.0031640751071911654,0.0031690860764670425,4261.889250814333
2024-08-02,97.69,27340356,-0.004493930553551068,-0.00448384795679202,4242.779587404995
2024-08-05,95.36,47447995,-0.024139996347811516,-0.023850957109223025,4141.585233441911
2024-08-06,96.21,28468044,0.008874099056133511,0.008913590604026744,4178.501628664495
2024-08-07,98.35,44522199,0.021999242461894837,0.022243010082112047,4271.444082519001
2024-08-08,96.85,25976954,-0.01536915498206316,-0.015251652262328386,4206.297502714441
2024-08-09,97.09,15863793,0.0024749935290488195,0.0024780588538979575,4216.720955483172
2024-08-12,98.03,26317982,0.009635170891581137,0.009681738593057876,4257.546145494029
2024-08-13,100.69,37675640,0.026772935653888795,0.027134550647760936,4373.0727470141155
2024-08-14,99.81,42292473,-0.008778111229028449,-0.008739696096931149,4334.85342019544
2024-08-15,99.28,19823868,-0.005324237802143261,-0.005310089169421883,4311.834961997829
2024-08-16,97.85,22038938,-0.014508447054266647,-0.014403706688154827,4249.728555917481
2024-08-19,98.78,28501402,0.009459461270393528,0.009504343382728653,4290.119435396308
2024-08-20,99.47,32499931,0.006960936051843853,0.006985219680097243,4320.086862106406
2024-08-21,100.19,24777709,0.007212292106849114,0.007238363325625885,4351.357220412596
2024-08-22,96.64,46867989,-0.03607564908466679,-0.03543267791196725,4197.176981541803
2024-08-23,96.47,45268851,-0.0017606550040426621,-0.0017591059602649617,4189.793702497286
2024-08-26,99.09,28149127,0.026796448888345915,0.027158702187208617,4303.583061889252
2024-08-27,96.88,23726200,-0.022555428825971287,-0.02230295690786166,4207.600434310533
2024-08-28,97.02,23356646,0.0014440435722336239,0.0014450867052022698,4213.680781758959
2024-08-29,96.02,19550565,-0.010360639714276141,-0.010307153164295979,4170.249728555918
2024-08-30,91.48,41814880,-0.04843613394821384,-0.047281816288273215,3973.0727470141164
2024-09-02,86.1,62710686,-0.060610957720895406,-0.058810668998688365,3739.41368078176
2024-09-03,86.23,54502607,0.0015087335305480158,0.0015098722415796129,3745.0597176981555
2024-09-04,89.03,34345870,0.0319552466213466,0.03247129769221835,3866.6666666666674
2024-09-05,87.2,35947788,-0.020769060670645892,-0.02055486914523197,3787.187839305104
2024-09-06,87.3,22257375,0.0011461319306225416,0.0011467889908256534,3791.5309446254078
2024-09-09,90.9,30926870,0.0404095383378767,0.04123711340206193,3947.8827361563526
2024-09-10,88.89,28602879,-0.022360350929849643,-0.02211221122112217,3860.5863192182414
2024-09-11,87.2,22052986,-0.01919531933864955,-0.0190122623467206,3787.187839305104
2024-09-12,86.2,29269486,-0.011534153245286519,-0.011467889908256867,3743.756786102064
2024-09-13,87.14,49230480,0.010845843019648558,0.010904872389791098,3784.5819761129214
2024-09-16,88.62,29728847,0.01684154508204737,0.01698416341519393,3848.859934853421
2024-09-17,90.1,20545189,0.016562598842948695,0.016700519070187214,3913.1378935939197
2024-09-18,87.93,24057838,-0.024379121223381282,-0.024084350721420456,3818.892508143323
2024-09-19,88.53,20280841,0.006800434232046998,0.006823609689525778,3844.9511400651472
2024-09-20,89.35,20224843,0.009219763982479265,0.009262396927595118,3880.56460369164
2024-09-23,91.96,36112072,0.028792458289543642,0.02921096810296575,3993.9196525515745
2024-09-24,92.65,36591103,0.007475252836388099,0.0075032622879513955,4023.8870792616726
2024-09-25,90.83,47531119,-0.019839325217246725,-0.019643820831084846,3944.842562432139
2024-09-26,90.76,23843726,-0.0007709676024811847,-0.0007706704833204681,3941.802388707926
2024-09-27,90.57,19163617,-0.00209562752478399,-0.002093433230498154,3933.5504885993482
2024-09-30,89.03,24733831,-0.01714964080127727,-0.017003422766920573,3866.6666666666665
2024-10-01,87.52,38010697,-0.01710605291190883,-0.0169605750870494,3801.0857763300755
2024-10-02,86.16,25194369,-0.015661305825537992,-0.015539305301645379,3742.019543973941
2024-10-03,87.23,32068134,0.012342275596994107,0.012418755803156989,3788.490770901194
2024-10-04,86.63,15793558,-0.006902132543078307,-0.006878367534105312,3762.4321389793695
2024-10-07,86.43,17315416,-0.0023113381375019786,-0.0023086690522912123,3753.745928338762
2024-10-08,85.85,14046334,-0.006733250421062422,-0.006710632882101275,3728.5559174809982
2024-10-09,89.79,38423173,0.044872023189232904,0.04589400116482256,3899.6742671009774
2024-10-10,86.16,64088299,-0.041267577684584215,-0.04042766455061819,3742.0195439739414
2024-10-11,85.61,17191954,-0.00640393409373881,-0.006383472609099328,3718.132464712269
